trip_id,start_time,end_time,headway_secs,exact_times
C107_trip_2,06:21:00,21:21:00,960,0
C108_trip_1,04:50:00,22:50:00,300,0
C108_trip_2,04:50:00,22:50:00,300,0
C109_route_1_0000001_21540,05:59:00,21:51:00,420,0
C109_route_2_0000001_21180,05:53:00,21:59:00,420,0
C109_trip_1,05:59:00,21:47:00,360,0
C109_trip_2,05:53:00,21:53:00,360,0
C10_route_1_0000001_16800,04:40:00,21:10:00,900,0
C10_route_2_0000001_19800,05:30:00,22:00:00,900,0
C10_trip_1,04:40:00,21:04:00,720,0
C10_trip_2,05:30:00,21:54:00,720,0
C110-V1_route_1_0000001_18480,05:08:00,21:49:00,420,0
C110-V1_route_2_0000001_18600,05:10:00,21:44:00,600,0
C110-V1_trip_1,05:10:00,21:46:00,360,0
C110-V1_trip_2,05:10:00,21:45:00,360,0
C110-V2_route_1_0000001_19920,05:32:00,21:50:00,600,0
C110-V2_route_2_0000001_19800,05:30:00,21:48:00,600,0
C110-V2_trip_1,05:32:00,21:50:00,600,0
C110-V2_trip_2,05:30:00,21:48:00,600,0
C110-V3_trip_1,05:21:00,20:21:00,1200,0
C110-V3_trip_2,05:30:00,21:30:00,1200,0
C111-V1_route_1_0000001_15900,04:25:00,19:07:00,540,0
C111-V1_route_2_0000001_24300,06:45:00,21:27:00,540,0
C111-V1_trip_1,04:25:00,19:05:00,480,0
C111-V1_trip_2,06:46:00,21:26:00,480,0
C111-V2_route_1_0000001_16800,04:40:00,21:30:00,300,0
C111-V2_route_2_0000001_20700,05:45:00,22:35:00,300,0
C111-V2_trip_1,04:40:00,21:28:00,240,0
C111-V2_trip_2,05:46:00,22:34:00,240,0
C111-V3_route_1_0000001_15600,04:20:00,21:26:00,540,0
C111-V3_route_2_0000001_15900,04:25:00,21:22:00,540,0
C111-V3_trip_1,04:21:00,21:25:00,480,0
C111-V3_trip_2,04:25:00,21:29:00,480,0
C112_route_1_0000001_16200,04:30:00,20:30:00,600,0
C112_route_2_0000001_21060,05:51:00,21:51:00,600,0
C112_trip_1,05:30:00,20:24:00,540,0
C112_trip_2,05:58:00,21:52:00,540,0
C113-V1_trip_1,04:30:00,20:57:00,660,0
C113-V1_trip_2,05:34:00,20:01:00,660,0
C113-V2_trip_1,04:30:00,20:58:00,780,0
C113-V2_trip_2,05:34:00,22:02:00,780,0
C114-V1_route_1_0000001_16200,04:30:00,21:04:00,840,0
C114-V1_route_2_0000001_19740,05:29:00,22:23:00,840,0
C114-V1_trip_1,04:30:00,21:06:00,720,0
C114-V1_trip_2,05:49:00,22:25:00,720,0
C114-V2_route_1_0000001_16200,04:30:00,21:18:00,840,0
C114-V2_route_2_0000001_20460,05:41:00,21:29:00,840,0
C114-V2_trip_1,04:30:00,21:18:00,720,0
C114-V2_trip_2,05:41:00,21:29:00,720,0
C115_trip_1,03:59:00,22:07:00,300,0
C115_trip_2,04:43:00,21:50:00,300,0
C116-A_route_1_0000001_20340,05:39:00,20:32:00,1140,0
C116-A_route_2_0000001_19800,05:30:00,20:23:00,1140,0
C116-A_trip_1,05:37:00,20:17:00,960,0
C116-A_trip_2,05:30:00,20:10:00,960,0
C116-B_route_1_0000001_20340,05:39:00,20:32:00,1140,0
C116-B_route_2_0000001_19800,05:30:00,20:23:00,1140,0
C116-B_trip_1,05:37:00,20:17:00,960,0
C116-B_trip_2,05:30:00,20:10:00,960,0
C117_route_1_0000001_16200,04:30:00,19:15:00,900,0
C117_route_2_0000001_22980,06:23:00,21:08:00,900,0
C117_trip_1,04:30:00,19:14:00,780,0
C117_trip_2,06:27:00,21:11:00,780,0
C118_route_1_0000001_11400,03:10:00,21:26:00,480,0
C118_route_2_0000001_16440,04:34:00,22:50:00,480,0
C118_trip_1,03:10:00,21:22:00,360,0
C118_trip_2,04:34:00,22:46:00,360,0
C119-V1_route_1_0000001_18120,05:02:00,21:42:00,600,0
C119-V1_route_2_0000001_18000,05:00:00,21:50:00,600,0
C119-V1_trip_1,04:57:00,21:45:00,480,0
C119-V1_trip_2,05:00:00,21:48:00,480,0
C11_route_1_0000001_19800,05:30:00,21:30:00,900,0
C11_route_2_0000001_22560,06:16:00,22:16:00,900,0
C11_trip_1,05:30:00,21:36:00,720,0
C11_trip_2,06:19:00,22:25:00,720,0
C120_route_1_0000001_18120,05:02:00,22:56:00,360,0
C120_route_2_0000001_18000,05:00:00,22:54:00,360,0
C120_trip_1,04:22:00,22:54:00,240,0
C120_trip_2,04:20:00,22:52:00,240,0
C121-B_route_1_0000001_17700,04:55:00,21:11:00,480,0
C121-B_route_2_0000001_22200,06:10:00,21:26:00,480,0
C121-B_trip_1,05:55:00,21:15:00,300,0
C121-B_trip_2,05:52:00,22:12:00,300,0
C122_route_1_0000001_16320,04:32:00,21:42:00,600,0
C122_route_2_0000001_16200,04:30:00,21:40:00,600,0
C122_trip_1,04:30:00,21:38:00,480,0
C122_trip_2,04:30:00,21:34:00,480,0
C123-V1_route_1_0000001_17520,04:52:00,22:16:00,720,0
C123-V1_route_2_0000001_16200,04:30:00,21:42:00,720,0
C123-V1_trip_1,04:50:00,21:40:00,600,0
C123-V1_trip_2,04:30:00,21:20:00,600,0
C123-V2_route_1_0000001_16260,04:31:00,21:24:00,660,0
C123-V2_route_2_0000001_16200,04:30:00,21:33:00,660,0
C123-V2_trip_1,04:31:00,21:28:00,540,0
C123-V2_trip_2,04:30:00,21:27:00,540,0
C124_route_1_0000011_17220,04:47:00,20:53:00,600,0
C124_route_2_0000011_17040,04:44:00,20:51:00,600,0
C124_trip_1,04:42:00,20:44:00,420,0
C124_trip_2,04:40:00,20:42:00,420,0
C125-V1_route_1_0000001_16380,04:33:00,21:25:00,660,0
C125-V1_route_2_0000001_16200,04:30:00,21:22:00,660,0
C125-V1_trip_1,04:36:00,21:15:00,540,0
C125-V1_trip_2,04:30:00,21:18:00,540,0
C125-V2_route_1_0000001_16380,04:33:00,21:25:00,660,0
C125-V2_route_2_0000001_16200,04:30:00,21:22:00,660,0
C125-V2_trip_1,04:36:00,21:15:00,540,0
C125-V2_trip_2,04:30:00,21:18:00,540,0
C126-V1_route_1_0000001_16200,04:30:00,22:01:00,660,0
C126-V1_route_2_0000001_16200,04:30:00,22:01:00,660,0
C126-V1_trip_1,04:34:00,21:58:00,540,0
C126-V1_trip_2,04:30:00,22:03:00,540,0
C126-V2_route_1_0000001_16380,04:33:00,21:25:00,660,0
C126-V2_route_2_0000001_16200,04:30:00,21:22:00,660,0
C126-V2_trip_1,04:36:00,21:15:00,540,0
C126-V2_trip_2,04:30:00,21:18:00,540,0
C127-V1_route_1_0000001_19800,05:30:00,19:36:00,1080,0
C127-V1_route_2_0000001_26160,07:16:00,21:22:00,1080,0
C127-V1_trip_1,05:30:00,20:00:00,900,0
C127-V1_trip_2,07:16:00,21:46:00,900,0
C128A-V1_route_1_0000001_19800,05:30:00,20:40:00,840,0
C128A-V1_route_2_0000001_24660,06:51:00,22:01:00,840,0
C128A-V1_trip_1,05:30:00,20:42:00,720,0
C128A-V1_trip_2,06:51:00,22:03:00,720,0
C128_route_1_0000001_19800,05:30:00,20:14:00,1020,0
C128_route_2_0000001_26100,07:15:00,21:59:00,1020,0
C128_trip_1,05:30:00,20:00:00,900,0
C128_trip_2,07:18:00,21:48:00,900,0
C129_route_1_0000001_15900,04:25:00,21:25:00,900,0
C129_route_2_0000001_16200,04:30:00,21:15:00,900,0
C129_trip_1,04:25:00,21:25:00,720,0
C129_trip_2,04:30:00,21:18:00,720,0
C12-V1_route_1_0000001_17100,04:45:00,18:30:00,1080,0
C12-V1_route_2_0000001_24300,06:45:00,20:30:00,1080,0
C12-V1_trip_1,04:45:00,18:30:00,900,0
C12-V1_trip_2,06:47:00,20:32:00,900,0
C130_route_1_0000001_15300,04:15:00,20:35:00,420,0
C130_route_2_0000001_20880,05:48:00,22:08:00,420,0
C130_trip_1,04:15:00,20:35:00,300,0
C130_trip_2,05:50:00,22:10:00,300,0
C131-V1_trip_1,06:00:00,20:45:00,900,0
C131-V1_trip_2,06:26:00,21:11:00,900,0
C131-V2_trip_1,06:00:00,20:45:00,900,0
C131-V2_trip_2,06:26:00,21:11:00,900,0
C132_route_1_0000001_19800,05:30:00,19:54:00,720,0
C132_route_2_0000001_24660,06:51:00,21:15:00,720,0
C132_trip_1,05:30:00,19:45:00,540,0
C132_trip_2,06:51:00,21:06:00,540,0
C133-V1_route_1_1111111_19800,05:30:00,20:40:00,1200,0
C133-V1_trip_2,07:21:00,20:41:00,1200,0
C133-V2_trip_1,05:30:00,21:30:00,720,0
C133-V2_trip_2,06:35:00,22:35:00,720,0
C134_route_1_0000001_19800,05:30:00,20:12:00,840,0
C134_route_2_0000001_24240,06:44:00,21:26:00,840,0
C134_trip_1,05:30:00,20:06:00,720,0
C134_trip_2,06:46:00,21:22:00,720,0
C135_trip_1,04:20:00,21:56:00,720,0
C135_trip_2,04:24:00,21:48:00,720,0
C136_route_1_0000001_16200,04:30:00,20:50:00,600,0
C136_route_2_0000001_20700,05:45:00,22:05:00,600,0
C136_trip_1,04:30:00,20:54:00,480,0
C136_trip_2,05:45:00,22:09:00,480,0
C138_trip_1,05:30:00,20:15:00,900,0
C138_trip_2,06:09:00,20:54:00,900,0
C13-V1_route_1_0000001_19800,05:30:00,20:54:00,720,0
C13-V1_route_2_0000001_22200,06:10:00,21:34:00,360,0
C13-V1_trip_1,05:30:00,20:54:00,720,0
C13-V1_trip_2,06:11:00,21:35:00,720,0
C13-V2_route_1_0000001_18000,05:00:00,22:00:00,720,0
C13-V2_route_2_0000001_20520,05:42:00,22:42:00,720,0
C13-V2_trip_1,05:00:00,21:50:00,600,0
C13-V2_trip_2,05:43:00,22:33:00,600,0
C13-V3_route_1_0000001_18000,05:00:00,20:36:00,720,0
C13-V3_route_2_0000001_21960,06:06:00,21:42:00,720,0
C13-V3_trip_1,05:00:00,20:30:00,600,0
C13-V3_trip_2,06:09:00,21:39:00,600,0
C14-V1_route_1_0000001_15720,04:22:00,23:12:00,600,0
C14-V1_route_2_0000001_15600,04:20:00,23:10:00,600,0
C14-V1_trip_1,04:22:00,23:18:00,480,0
C14-V1_trip_2,04:20:00,23:16:00,480,0
C14-V2_route_1_0000001_15720,04:22:00,23:12:00,600,0
C14-V2_route_2_0000001_15600,04:20:00,23:10:00,600,0
C14-V2_trip_1,04:22:00,23:18:00,480,0
C14-V2_trip_2,04:20:00,23:16:00,480,0
C15_route_1_0000001_16200,04:30:00,23:50:00,480,0
C15_route_2_0000001_16440,04:34:00,23:46:00,480,0
C15_trip_1,04:30:00,23:46:00,420,0
C15_trip_2,04:27:00,23:44:00,420,0
C16_route_1_0000001_27060,07:31:00,09:23:00,3360,0
C16_route_1_0000001_27060,08:37:00,10:49:00,1980,0
C16_route_1_0000001_27060,10:46:00,21:46:00,1800,0
C16_route_1_0000010_71400,18:37:00,19:49:00,1440,0
C16_route_1_0000010_71400,19:50:00,21:20:00,1800,0
C16_route_2_0000001_31140,06:30:00,08:22:00,3360,0
C16_route_2_0000001_31140,07:36:00,09:22:00,3180,0
C16_route_2_0000001_31140,08:39:00,10:31:00,3360,0
C16_route_2_0000001_31140,09:45:00,20:45:00,1800,0
C16_route_2_0000010_63120,17:32:00,18:44:00,1440,0
C16_route_2_0000010_63120,18:45:00,20:15:00,1800,0
C16_trip_1,06:21:00,19:55:00,1260,0
C16_trip_2,05:15:00,20:55:00,1620,0
C17_route_1_0000001_15900,04:25:00,23:13:00,540,0
C17_route_1_1111110_20100,04:25:00,05:42:00,420,0
C17_route_1_1111110_20100,05:41:00,18:35:00,360,0
C17_route_1_1111110_20100,18:31:00,23:25:00,420,0
C17_route_2_0000001_15660,04:21:00,23:14:00,540,0
C17_trip_2,04:21:00,05:31:00,420,0
C17_trip_2,05:30:00,06:18:00,360,0
C17_trip_2,06:14:00,20:32:00,360,0
C17_trip_2,20:33:00,23:14:00,420,0
C18_route_1_0000001_18000,05:00:00,20:50:00,600,0
C18_route_2_0000001_21300,05:55:00,21:45:00,600,0
C18_trip_1,05:00:00,20:45:00,420,0
C18_trip_2,05:55:00,21:40:00,480,0
C19_route_1_0000001_16200,04:30:00,20:50:00,420,0
C19_route_2_0000001_21180,05:53:00,23:13:00,420,0
C19_trip_1,04:30:00,20:48:00,360,0
C19_trip_2,05:53:00,22:11:00,360,0
C20-V1_route_1_0000001_16200,04:30:00,19:34:00,480,0
C20-V1_route_2_0000001_22080,06:08:00,21:12:00,480,0
C20-V1_trip_1,04:30:00,19:36:00,360,0
C20-V1_trip_2,06:08:00,21:14:00,360,0
C20-V2_route_1_0000001_18000,05:00:00,21:30:00,360,0
C20-V2_route_2_0000001_20460,05:41:00,22:11:00,360,0
C20-V2_trip_1,05:00:00,21:25:00,300,0
C20-V2_trip_2,05:42:00,22:07:00,300,0
C21_route_1_0000001_77160,07:53:00,20:23:00,900,0
C21_route_1_0000001_77160,20:11:00,20:45:00,1020,0
C21_route_1_0000001_77160,20:46:00,22:06:00,2400,1
C21_route_1_0000010_66540,06:20:00,07:23:00,420,0
C21_route_1_0000010_66540,07:25:00,08:37:00,540,0
C21_route_1_0000010_66540,08:35:00,10:43:00,480,0
C21_route_1_0000010_66540,10:36:00,18:33:00,540,0
C21_route_1_0000010_66540,18:29:00,19:53:00,720,0
C21_route_1_0000010_66540,19:58:00,22:31:00,1020,0
C21_route_2_0000001_24720,06:52:00,21:10:00,900,0
C21_route_2_0000010_30360,05:15:00,08:31:00,840,0
C21_route_2_0000010_30360,08:26:00,17:26:00,540,0
C21_route_2_0000010_30360,17:24:00,18:48:00,720,0
C21_route_2_0000010_30360,18:51:00,19:36:00,900,0
C21_route_2_0000010_30360,20:00:00,20:30:00,900,1
C21_route_2_0000010_30360,20:21:00,21:11:00,1500,1
C21_trip_1,06:30:00,22:15:00,420,0
C21_trip_2,05:25:00,21:15:00,420,0
C22_trip_1,06:00:00,20:00:00,600,0
C22_trip_2,07:02:00,21:02:00,600,0
C23_route_1_0000001_21000,05:50:00,20:50:00,1200,0
C23_route_2_0000001_24000,06:40:00,21:40:00,1200,0
C23_trip_1,05:00:00,20:46:00,480,0
C23_trip_2,06:42:00,21:38:00,480,0
C25_trip_1,05:30:00,21:30:00,120,0
C25_trip_2,06:15:00,20:15:00,120,0
C26_trip_1,06:00:00,21:40:00,1200,0
C26_trip_2,06:29:00,22:09:00,1200,0
C27_trip_1,04:44:00,22:59:00,360,0
C27_trip_2,05:23:00,23:32:00,360,0
C28_route_1_0000001_22140,06:09:00,22:06:00,300,0
C28_route_2_0000001_18000,05:00:00,20:57:00,300,0
C28_trip_1,05:10:00,22:05:00,300,0
C28_trip_2,05:00:00,20:54:00,300,0
C29-V1_route_1_0000001_19800,05:30:00,21:35:00,300,0
C29-V1_route_1_0000001_19800,21:37:00,22:19:00,420,0
C29-V1_route_1_0000001_19800,22:33:00,22:47:00,420,0
C29-V1_route_1_1111110_76740,05:37:00,21:22:00,180,0
C29-V1_route_1_1111110_76740,21:26:00,22:43:00,420,0
C29-V1_route_2_0000001_78060,04:55:00,21:00:00,300,0
C29-V1_route_2_0000001_78060,21:02:00,21:37:00,420,0
C29-V1_route_2_0000001_78060,21:51:00,22:05:00,420,0
C29-V1_route_2_1111110_78600,04:51:00,06:21:00,360,0
C29-V1_route_2_1111110_78600,06:18:00,20:36:00,180,0
C29-V1_route_2_1111110_78600,20:40:00,21:57:00,420,0
C29-V2_trip_1,06:04:00,22:04:00,600,0
C29-V2_trip_2,04:51:00,20:51:00,600,0
C30_route_1_0000001_18300,05:05:00,23:29:00,360,0
C30_route_2_0000001_18420,05:07:00,22:31:00,360,0
C30_trip_1,05:00:00,22:30:00,300,0
C30_trip_2,05:07:00,22:32:00,300,0
C31_route_1_0000001_20280,05:38:00,22:06:00,420,0
C31_route_2_0000001_20100,05:35:00,22:03:00,420,0
C31_trip_1,05:39:00,22:03:00,360,0
C31_trip_2,05:35:00,22:00:00,360,0
C32-V1_route_1_0000001_20520,05:42:00,20:13:00,360,0
C32-V1_route_2_0000001_17400,04:50:00,22:10:00,360,0
C32-V1_trip_1,05:42:00,20:20:00,240,0
C32-V1_trip_2,04:50:00,22:10:00,240,0
C32-V2_route_1_0000001_20520,05:42:00,20:13:00,360,0
C32-V2_route_2_0000001_17400,04:50:00,22:10:00,360,0
C32-V2_trip_1,05:42:00,22:20:00,240,0
C32-V2_trip_2,04:50:00,22:10:00,240,0
C33_route_1_0000001_17340,04:49:00,21:37:00,360,0
C33_route_2_0000001_18000,05:00:00,21:37:00,360,0
C33_trip_1,05:00:00,21:40:00,300,0
C33_trip_2,05:00:00,21:40:00,300,0
C34_route_1_0000001_58800,04:50:00,06:00:00,600,0
C34_route_1_0000001_58800,05:57:00,07:42:00,420,0
C34_route_1_0000001_58800,07:45:00,08:55:00,600,0
C34_route_1_0000001_58800,08:52:00,10:37:00,420,0
C34_route_1_0000001_58800,10:40:00,11:50:00,600,0
C34_route_1_0000001_58800,11:47:00,13:32:00,420,0
C34_route_1_0000001_58800,13:35:00,14:45:00,600,0
C34_route_1_0000001_58800,14:42:00,16:27:00,420,0
C34_route_1_0000001_58800,16:30:00,17:40:00,600,0
C34_route_1_0000001_58800,17:37:00,19:22:00,420,0
C34_route_1_0000001_58800,19:25:00,20:35:00,600,0
C34_route_1_0000001_58800,20:32:00,20:53:00,420,0
C34_route_1_1111110_73980,04:50:00,05:46:00,480,0
C34_route_1_1111110_73980,05:43:00,07:53:00,300,0
C34_route_1_1111110_73980,07:56:00,08:52:00,480,0
C34_route_1_1111110_73980,08:49:00,10:54:00,300,0
C34_route_1_1111110_73980,10:57:00,11:53:00,480,0
C34_route_1_1111110_73980,11:50:00,13:50:00,300,0
C34_route_1_1111110_73980,13:53:00,14:49:00,480,0
C34_route_1_1111110_73980,14:46:00,16:46:00,300,0
C34_route_1_1111110_73980,16:49:00,17:45:00,480,0
C34_route_1_1111110_73980,17:42:00,19:42:00,300,0
C34_route_1_1111110_73980,19:45:00,20:41:00,480,0
C34_route_1_1111110_73980,20:38:00,20:53:00,300,0
C34_route_2_0000001_68040,06:14:00,07:24:00,600,0
C34_route_2_0000001_68040,07:21:00,09:06:00,420,0
C34_route_2_0000001_68040,09:09:00,10:19:00,600,0
C34_route_2_0000001_68040,10:16:00,12:01:00,420,0
C34_route_2_0000001_68040,12:04:00,13:14:00,600,0
C34_route_2_0000001_68040,13:11:00,14:56:00,420,0
C34_route_2_0000001_68040,14:59:00,16:09:00,600,0
C34_route_2_0000001_68040,16:06:00,17:51:00,420,0
C34_route_2_0000001_68040,17:54:00,19:04:00,600,0
C34_route_2_0000001_68040,19:01:00,20:46:00,420,0
C34_route_2_0000001_68040,20:49:00,21:59:00,600,0
C34_route_2_0000001_68040,21:56:00,22:17:00,420,0
C34_route_2_1111110_57900,06:14:00,07:10:00,480,0
C34_route_2_1111110_57900,07:07:00,09:17:00,300,0
C34_route_2_1111110_57900,09:20:00,10:16:00,480,0
C34_route_2_1111110_57900,10:13:00,12:18:00,300,0
C34_route_2_1111110_57900,12:21:00,13:17:00,480,0
C34_route_2_1111110_57900,13:14:00,15:14:00,300,0
C34_route_2_1111110_57900,15:17:00,16:13:00,480,0
C34_route_2_1111110_57900,16:10:00,18:10:00,300,0
C34_route_2_1111110_57900,18:13:00,19:09:00,480,0
C34_route_2_1111110_57900,19:06:00,21:06:00,300,0
C34_route_2_1111110_57900,21:09:00,22:05:00,480,0
C34_route_2_1111110_57900,22:02:00,22:17:00,300,0
C35_route_1_0000001_17340,04:49:00,21:37:00,360,0
C35_route_2_0000001_18000,05:00:00,21:37:00,360,0
C35_trip_1,05:00:00,21:40:00,300,0
C35_trip_2,05:00:00,21:40:00,300,0
C36_route_1_0000001_15300,04:15:00,20:43:00,360,0
C36_route_2_0000001_20640,05:44:00,22:12:00,360,0
C36_trip_1,04:15:00,20:47:00,300,0
C36_trip_2,05:44:00,20:16:00,300,0
C37-V1_route_1_0000001_79260,06:31:00,22:06:00,300,0
C37-V1_route_1_0000001_79260,22:16:00,23:16:00,900,0
C37-V1_route_2_0000001_18000,05:00:00,20:35:00,300,0
C37-V1_route_2_0000001_18000,20:45:00,21:30:00,900,0
C37-V1_trip_1,06:13:00,23:13:00,300,0
C37-V1_trip_2,04:40:00,21:50:00,300,0
C37-V2_route_1_0000001_23460,06:31:00,22:06:00,300,0
C37-V2_route_1_0000001_23460,22:16:00,23:01:00,900,0
C37-V2_route_2_0000001_73800,05:00:00,20:35:00,300,0
C37-V2_route_2_0000001_73800,20:45:00,21:30:00,900,0
C37-V2_trip_1,06:13:00,23:23:00,300,0
C37-V2_trip_2,04:40:00,21:50:00,300,0
C38-V1_trip_1,05:08:00,19:07:00,540,0
C38-V1_trip_2,08:01:00,21:08:00,540,0
C38-V2_trip_1,05:08:00,19:07:00,540,0
C38-V2_trip_2,08:01:00,21:08:00,540,0
C39-V1_trip_1,05:08:00,20:51:00,300,0
C39-V1_trip_2,06:27:00,21:18:00,300,0
C39-V2_trip_1,05:28:00,20:51:00,300,0
C39-V2_trip_2,06:27:00,21:18:00,360,0
C40_route_1_0000001_16200,04:30:00,21:26:00,480,0
C40_route_2_0000001_19620,05:27:00,22:23:00,480,0
C40_trip_1,04:30:00,21:18:00,360,0
C40_trip_2,05:29:00,22:17:00,360,0
C41-V1_route_1_0000001_16440,04:34:00,22:18:00,480,0
C41-V1_route_2_0000001_16200,04:30:00,22:14:00,480,0
C41-V1_trip_1,04:31:00,22:15:00,420,0
C41-V1_trip_2,04:30:00,22:15:00,420,0
C41-V2_route_1_0000001_16440,04:34:00,22:18:00,480,0
C41-V2_route_2_0000001_16200,04:30:00,22:14:00,480,0
C41-V2_trip_1,04:31:00,22:15:00,420,0
C41-V2_trip_2,04:30:00,22:15:00,420,0
C42_route_1_0000001_20160,05:36:00,21:51:00,900,0
C42_route_1_0000010_19560,05:26:00,20:56:00,600,0
C42_route_1_1111100_21000,05:50:00,09:20:00,360,0
C42_route_1_1111100_21000,09:21:00,11:41:00,420,0
C42_route_1_1111100_21000,11:40:00,14:04:00,360,0
C42_route_1_1111100_21000,14:05:00,17:07:00,420,0
C42_route_1_1111100_21000,17:06:00,18:48:00,360,0
C42_route_1_1111100_21000,19:44:00,20:26:00,360,0
C42_route_1_1111100_21000,20:27:00,20:48:00,420,0
C42_route_2_0000001_24660,06:51:00,22:06:00,900,0
C42_route_2_0000010_24660,06:51:00,22:11:00,600,0
C42_route_2_1111100_65700,06:51:00,07:12:00,420,0
C42_route_2_1111100_65700,07:11:00,10:35:00,360,0
C42_route_2_1111100_65700,10:36:00,12:56:00,420,0
C42_route_2_1111100_65700,12:55:00,15:19:00,360,0
C42_route_2_1111100_65700,15:20:00,18:22:00,420,0
C42_route_2_1111100_65700,18:21:00,20:03:00,360,0
C42_route_2_1111100_65700,20:16:00,21:40:00,360,0
C42_route_2_1111100_65700,21:35:00,22:03:00,420,0
C42_trip_1,05:36:00,05:50:00,420,0
C43-V1_route_1_0000001_17400,04:50:00,21:46:00,480,0
C43-V1_route_1_1111110_69240,04:50:00,07:58:00,240,0
C43-V1_route_1_1111110_69240,07:59:00,08:59:00,300,0
C43-V1_route_1_1111110_69240,08:58:00,10:02:00,240,0
C43-V1_route_1_1111110_69240,10:03:00,11:03:00,300,0
